,School_Name,District,Latitude,Longitude,Address,Student_Attendance_Rate,Average_ELA_Proficiency,Average_Math_Proficiency,avg_math_ela,borough
349,IN-TECH ACADEMY (M.S. / HIGH SCHOOL 368),10,40.87956,-73.909674,"2975 TIBBETTS AVE BRONX, NY 10463",0.94,2.37,2.28,2.325,2
350,"ELEMENTARY SCHOOL FOR MATH, SCIENCE, AND TECHNOLOGY",10,40.855211,-73.903264,"125 E 181ST ST BRONX, NY 10453",0.94,2.23,2.3,2.2649999999999997,2
351,SCHOOL FOR ENVIRONMENTAL CITIZENSHIP,10,40.855211,-73.903264,"125 E 181ST ST BRONX, NY 10453",0.93,2.23,2.25,2.24,2
352,M.S. 390,10,40.854367,-73.913024,"1930 ANDREWS AVE BRONX, NY 10453",0.93,2.15,2.13,2.1399999999999997,2
353,THE ANGELO PATRI MIDDLE SCHOOL,10,40.854655,-73.897036,"2225 WEBSTER AVE BRONX, NY 10457",0.9,2.09,1.98,2.035,2
354,P.S. 396,10,40.854367,-73.913024,"1930 ANDREWS AVE BRONX, NY 10453",0.93,2.3,2.38,2.34,2
355,CRESTON ACADEMY,10,40.855211,-73.903264,"125 E 181ST ST BRONX, NY 10453",0.92,2.3,2.33,2.315,2
356,EAST FORDHAM ACADEMY FOR THE ARTS,10,40.859506,-73.900475,"120 E 184TH ST BRONX, NY 10468",0.92,2.14,1.97,2.055,2
357,P.S. 016 WAKEFIELD,11,40.90237,-73.854546,"4550 CARPENTER AVE BRONX, NY 10470",0.9,2.25,2.37,2.31,2
358,P.S. 019 JUDITH K. WEISS,11,40.899321,-73.867223,"4318 KATONAH AVE BRONX, NY 10470",0.95,2.81,2.98,2.895,2
359,P.S. 021 PHILIP H. SHERIDAN,11,40.88794,-73.859406,"715 E 225TH ST BRONX, NY 10466",0.9,2.23,2.31,2.27,2
360,P.S. 041 GUN HILL ROAD,11,40.874682,-73.867877,"3352 OLINVILLE AVE BRONX, NY 10467",0.9,2.42,2.57,2.495,2
361,P.S. 068 BRONX,11,40.891483,-73.838736,"4011 MONTICELLO AVE BRONX, NY 10466",0.93,2.34,2.45,2.395,2
362,P.S. 076 THE BENNINGTON SCHOOL,11,40.869164,-73.860906,"900 ADEE AVE BRONX, NY 10469",0.93,2.25,2.36,2.3049999999999997,2
363,P.S. 078 ANNE HUTCHINSON,11,40.878465,-73.85058,"1400 NEEDHAM AVE BRONX, NY 10469",0.91,2.21,2.3,2.255,2
364,P.S. 083 DONALD HERTZ,11,40.849167,-73.858861,"950 RHINELANDER AVE BRONX, NY 10462",0.95,2.6,2.76,2.6799999999999997,2
365,P.S. 087 BRONX,11,40.895363,-73.845825,"1935 BUSSING AVE BRONX, NY 10466",0.94,2.32,2.51,2.415,2
366,P.S. 089 BRONX,11,40.862563,-73.859202,"980 MACE AVE BRONX, NY 10469",0.93,2.3,2.29,2.295,2
367,P.S. 096 RICHARD RODGERS,11,40.861185,-73.868521,"2385 OLINVILLE AVE BRONX, NY 10467",0.91,2.41,2.64,2.5250000000000004,2
368,P.S. 097 BRONX,11,40.863072,-73.846947,"1375 MACE AVE BRONX, NY 10469",0.94,2.53,2.71,2.62,2
369,P.S. 103 HECTOR FONTANEZ,11,40.892319,-73.861898,"4125 CARPENTER AVE BRONX, NY 10466",0.91,2.34,2.31,2.325,2
370,P.S. 105 SEN ABRAHAM BERNSTEIN,11,40.852767,-73.866401,"725 BRADY AVE BRONX, NY 10462",0.93,2.42,2.58,2.5,2
371,P.S. 106 PARKCHESTER,11,40.837105,-73.85484,"2120 ST RAYMOND'S AVE BRONX, NY 10462",0.93,2.54,2.76,2.65,2
372,P.S. 108 PHILIP J. ABINANTI,11,40.854535,-73.852919,"1166 NEILL AVE BRONX, NY 10461",0.94,2.72,2.92,2.8200000000000003,2
373,P.S. 111 SETON FALLS,11,40.884355,-73.839263,"3740 BAYCHESTER AVE BRONX, NY 10466",0.91,2.12,2.15,2.135,2
374,P.S. 112 BRONXWOOD,11,40.884792,-73.843995,"1925 SCHEIFFELIN AVE BRONX, NY 10466",0.91,2.08,2.09,2.085,2
375,P.S. 121 THROOP,11,40.866944,-73.850467,"2750 THROOP AVE BRONX, NY 10469",0.93,2.45,2.69,2.5700000000000003,2
376,J.H.S. 127 THE CASTLE HILL,11,40.838494,-73.853201,"1560 PURDY ST BRONX, NY 10462",0.94,2.49,2.62,2.555,2
377,J.H.S. 144 MICHELANGELO,11,40.86429,-73.836566,"2545 GUNTHER AVE BRONX, NY 10469",0.9,2.29,2.1,2.1950000000000003,2
378,P.S. 153 HELEN KELLER,11,40.873045,-73.833345,"650 BAYCHESTER AVE BRONX, NY 10475",0.95,2.77,3.01,2.8899999999999997,2
379,P.S. 160 WALT DISNEY,11,40.864136,-73.82396,"4140 HUTCHNSN RVR PKWY E BRONX, NY 10475",0.94,2.31,2.25,2.2800000000000002,2
380,BAYCHESTER ACADEMY,11,40.880961,-73.839642,"3500 EDSON AVE BRONX, NY 10466",0.94,2.5,2.73,2.615,2
381,P.S. 175 CITY ISLAND,11,40.84379,-73.784691,"200 CITY ISLAND AVE BRONX, NY 10464",0.95,2.86,3.03,2.945,2
382,P.S. 178 - DR. SELMAN WAKSMAN,11,40.875146,-73.833095,"850 BAYCHESTER AVE BRONX, NY 10475",0.95,2.41,2.6,2.505,2
383,M.S. 180 DR. DANIEL HALE WILLIAMS,11,40.873204,-73.832178,"700 BAYCHESTER AVE BRONX, NY 10475",0.95,2.71,2.71,2.71,2
384,I.S. 181 PABLO CASALS,11,40.874988,-73.832178,"800 BAYCHESTER AVE BRONX, NY 10475",0.93,2.66,2.67,2.665,2
385,CORNERSTONE ACADEMY FOR SOCIAL ACTION,11,40.883064,-73.830908,"3441 STEENWICK AVE BRONX, NY 10475",0.92,2.37,2.54,2.455,2
386,P.S./M.S. 194,11,40.835236,-73.846547,"2365 WATERBURY AVE BRONX, NY 10462",0.95,2.5,2.82,2.66,2
387,NORTH BRONX SCHOOL OF EMPOWERMENT,11,40.880634,-73.860155,"3710 BARNES AVE BRONX, NY 10467",0.89,2.15,1.97,2.06,2
388,THE YOUNG SCHOLARS ACADEMY OF THE BRONX,11,40.880634,-73.860155,"3710 BARNES AVE BRONX, NY 10467",0.91,2.16,2.09,2.125,2
389,BRONX GREEN MIDDLE SCHOOL,11,40.86206,-73.864588,"2441 WALLACE AVE BRONX, NY 10467",0.92,2.28,2.26,2.2699999999999996,2
390,BRONX ALLIANCE MIDDLE SCHOOL,11,40.886043,-73.840576,"3750 BAYCHESTER AVE BRONX, NY 10466",0.93,2.08,2.08,2.08,2
391,LEADERS OF TOMORROW,11,40.880634,-73.860155,"3710 BARNES AVE BRONX, NY 10467",0.88,2.13,2.06,2.0949999999999998,2
392,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOOL (CASA),11,40.883064,-73.830908,"3441 STEENWICK AVE BRONX, NY 10475",0.93,2.49,2.53,2.51,2
393,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEMENT,11,40.86206,-73.864588,"2441 WALLACE AVE BRONX, NY 10467",0.93,2.46,2.36,2.41,2
394,P.S./M.S. 11X498 - VAN NEST ACADEMY,11,40.845031,-73.857976,"1640 BRONXDALE AVE BRONX, NY 10462",0.95,2.65,2.76,2.705,2
395,ONE WORLD MIDDLE SCHOOL AT EDENWALD,11,40.886043,-73.840576,"3750 BAYCHESTER AVE BRONX, NY 10466",0.93,2.34,2.31,2.325,2
396,BAYCHESTER MIDDLE SCHOOL,11,40.886043,-73.840576,"3750 BAYCHESTER AVE BRONX, NY 10466",0.93,2.25,2.52,2.385,2
397,BRONX PARK MIDDLE SCHOOL,11,40.86206,-73.864588,"2441 WALLACE AVE BRONX, NY 10467",0.92,2.19,2.15,2.17,2
398,PELHAM GARDENS MIDDLE SCHOOL,11,40.86429,-73.836566,"2545 GUNTHER AVE BRONX, NY 10469",0.92,2.29,2.22,2.255,2
399,P.S. 006 WEST FARMS,12,40.840605,-73.88219,"1000 E TREMONT AVE BRONX, NY 10460",0.89,2.12,2.22,2.17,2
400,P.S. 044 DAVID C. FARRAGUT,12,40.842605,-73.890915,"1825 PROSPECT AVE BRONX, NY 10457",0.9,2.26,2.35,2.3049999999999997,2
401,P.S. 047 JOHN RANDOLPH,12,40.832525,-73.866982,"1794 E 172ND ST BRONX, NY 10472",0.93,2.3,2.28,2.29,2
402,P.S. 057 CRESCENT,12,40.848711,-73.888912,"2111 CROTONA AVE BRONX, NY 10457",0.9,2.28,2.33,2.3049999999999997,2
403,P.S. 061 FRANCISCO OLLER,12,40.836359,-73.89275,"1550 CROTONA PARK E BRONX, NY 10460",0.94,2.17,2.44,2.3049999999999997,2
404,P.S. 066 SCHOOL OF HIGHER EXPECTATIONS,12,40.831394,-73.886584,"1001 JENNINGS ST BRONX, NY 10460",0.92,2.2,2.2,2.2,2
405,P.S. 067 MOHEGAN SCHOOL,12,40.843884,-73.884317,"2024 MOHEGAN AVE BRONX, NY 10460",0.91,2.19,2.3,2.245,2
406,P.S. 092 BRONX,12,40.846335,-73.889323,"700 E 179TH ST BRONX, NY 10457",0.9,2.0,1.9,1.95,2
407,J.H.S. 098 HERMAN RIDDER,12,40.835821,-73.890983,"1619 BOSTON RD BRONX, NY 10460",0.9,2.07,2.15,2.11,2
408,M.S. 129 ACADEMY FOR INDEPENDENT LEARNING AND LEADERSHIP,12,40.845682,-73.886532,"2055 MAPES AVE BRONX, NY 10460",0.92,2.26,2.25,2.255,2
409,P.S. 134 GEORGE F. BRISTOW,12,40.831595,-73.894227,"1330 BRISTOW ST BRONX, NY 10459",0.91,2.33,2.35,2.34,2
410,P.S. 150 CHARLES JAMES FOX,12,40.826198,-73.894273,"920 E 167TH ST BRONX, NY 10459",0.91,2.19,2.26,2.2249999999999996,2
411,E.S.M.T- I.S. 190,12,40.836359,-73.89275,"1550 CROTONA PARK E BRONX, NY 10460",0.93,2.25,2.22,2.2350000000000003,2
412,P.S. 195,12,40.830906,-73.877497,"1250 WARD AVE BRONX, NY 10472",0.92,2.07,2.19,2.13,2
413,P.S. 196,12,40.830906,-73.877497,"1250 WARD AVE BRONX, NY 10472",0.93,2.24,2.39,2.3150000000000004,2
414,P.S. 211,12,40.84385,-73.890063,"1919 PROSPECT AVE BRONX, NY 10457",0.92,2.22,2.36,2.29,2
415,P.S. 212,12,40.828715,-73.900452,"1180 TINTON AVE BRONX, NY 10456",0.91,2.15,2.26,2.205,2
416,P.S. 214,12,40.839183,-73.88028,"1970 W FARMS RD BRONX, NY 10460",0.91,2.24,2.36,2.3,2
417,SCHOOL OF PERFORMING ARTS,12,40.822084,-73.894038,"977 FOX ST BRONX, NY 10459",0.9,2.11,1.98,2.045,2
418,MOTT HALL V,12,40.831694,-73.877464,"1551 E 172ND ST BRONX, NY 10472",0.94,2.36,2.31,2.335,2
419,BRONX LATIN,12,40.827387,-73.900529,"800 HOME ST BRONX, NY 10456",0.94,2.34,2.33,2.335,2
420,EAST BRONX ACADEMY FOR THE FUTURE,12,40.836839,-73.887671,"1716 SOUTHERN BLVD BRONX, NY 10460",0.87,2.23,2.16,2.1950000000000003,2
421,FREDERICK DOUGLASS ACADEMY V. MIDDLE SCHOOL,12,40.848711,-73.888912,"2111 CROTONA AVE BRONX, NY 10457",0.9,2.25,2.19,2.2199999999999998,2
422,FANNIE LOU HAMER MIDDLE SCHOOL,12,40.831394,-73.886584,"1001 JENNINGS ST BRONX, NY 10460",0.92,2.23,2.17,2.2,2
423,THE SCHOOL OF SCIENCE AND APPLIED LEARNING,12,40.84624,-73.887388,"2050 PROSPECT AVE BRONX, NY 10457",0.89,2.15,2.18,2.165,2
424,KAPPA III,12,40.845682,-73.886532,"2055 MAPES AVE BRONX, NY 10460",0.94,2.43,2.52,2.475,2
425,"I.S. X318 MATH, SCIENCE & TECHNOLOGY THROUGH ARTS",12,40.84385,-73.890063,"1919 PROSPECT AVE BRONX, NY 10457",0.88,2.15,2.16,2.1550000000000002,2
426,ACCION ACADEMY,12,40.842605,-73.890915,"1825 PROSPECT AVE BRONX, NY 10457",0.88,2.2,2.07,2.135,2
427,URBAN ASSEMBLY SCHOOL FOR WILDLIFE CONSERVATION,12,40.843884,-73.884317,"2024 MOHEGAN AVE BRONX, NY 10460",0.87,2.27,2.24,2.255,2
428,EMOLIOR ACADEMY,12,40.839183,-73.88028,"1970 W FARMS RD BRONX, NY 10460",0.9,2.22,2.33,2.2750000000000004,2
429,ENTRADA ACADEMY,12,40.822084,-73.894038,"977 FOX ST BRONX, NY 10459",0.92,2.04,1.97,2.005,2
430,URBAN SCHOLARS COMMUNITY SCHOOL,12,40.828715,-73.900452,"1180 TINTON AVE BRONX, NY 10456",0.92,2.13,2.1,2.115,2
431,ARCHER ELEMENTARY SCHOOL,12,40.838212,-73.866026,"1827 ARCHER ST BRONX, NY 10460",0.93,2.11,2.23,2.17,2
432,P.S. 536,12,40.838212,-73.866026,"1827 ARCHER ST BRONX, NY 10460",0.91,2.24,2.36,2.3,2
433,BRONX LITTLE SCHOOL,12,40.838212,-73.866026,"1827 ARCHER ST BRONX, NY 10460",0.92,2.3,2.36,2.33,2
434,P.S. 003 THE BEDFORD VILLAGE,13,40.682307,-73.955241,"50 JEFFERSON AVE BROOKLYN, NY 11216",0.92,2.46,2.48,2.4699999999999998,3
435,P.S. 008 ROBERT FULTON,13,40.700728,-73.992805,"37 HICKS ST BROOKLYN, NY 11201",0.96,3.19,3.17,3.1799999999999997,3
436,P.S. 009 TEUNIS G. BERGEN,13,40.678584,-73.96634,"80 UNDERHILL AVE BROOKLYN, NY 11238",0.94,2.85,2.82,2.835,3
437,P.S. 011 PURVIS J. BEHAN,13,40.685623,-73.965851,"419 WAVERLY AVE BROOKLYN, NY 11238",0.94,2.92,3.15,3.035,3
438,P.S. 020 CLINTON HILL,13,40.691059,-73.971016,"225 ADELPHI ST BROOKLYN, NY 11205",0.91,2.4,2.53,2.465,3
439,P.S. 044 MARCUS GARVEY,13,40.686208,-73.940924,"432 MONROE ST BROOKLYN, NY 11221",0.9,2.27,2.31,2.29,3
440,P.S. 046 EDWARD C. BLUM,13,40.694425,-73.971627,"100 CLERMONT AVE BROOKLYN, NY 11205",0.89,2.27,2.32,2.295,3
441,P.S. 054 SAMUEL C. BARNES,13,40.692697,-73.952501,"195 SANFORD ST BROOKLYN, NY 11205",0.9,2.04,2.09,2.065,3
442,P.S. 056 LEWIS H. LATIMER,13,40.684336,-73.960549,"170 GATES AVE BROOKLYN, NY 11238",0.92,2.54,2.82,2.6799999999999997,3
443,P.S. 067 CHARLES A. DORSEY,13,40.695143,-73.977889,"51 ST EDWARDS ST BROOKLYN, NY 11205",0.91,2.09,2.15,2.12,3
444,P.S. 093 WILLIAM H. PRESCOTT,13,40.678907,-73.9465,"31 NEW YORK AVE BROOKLYN, NY 11216",0.89,2.32,2.36,2.34,3
445,M.S. 113 RONALD EDMONDS LEARNING CENTER,13,40.688432,-73.971169,"300 ADELPHI ST BROOKLYN, NY 11205",0.92,2.31,2.21,2.26,3
446,P.S. 133 WILLIAM A. BUTLER,13,40.680088,-73.980577,"610 BALTIC ST BROOKLYN, NY 11217",0.94,2.52,2.43,2.475,3
447,P.S. 256 BENJAMIN BANNEKER,13,40.690482,-73.94971,"114 KOSCIUSKO ST BROOKLYN, NY 11216",0.88,2.41,2.48,2.4450000000000003,3
448,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS,13,40.697012,-73.976044,"101 PARK AVE BROOKLYN, NY 11205",0.91,2.24,2.08,2.16,3
449,M.S. K266 - PARK PLACE COMMUNITY MIDDLE SCHOOL,13,40.678907,-73.9465,"31 NEW YORK AVE BROOKLYN, NY 11216",0.91,2.23,2.1,2.165,3
450,P.S. 270 JOHANN DEKALB,13,40.689626,-73.961094,"241 EMERSON PL BROOKLYN, NY 11205",0.89,2.18,2.2,2.1900000000000004,3
451,P.S. 282 PARK SLOPE,13,40.676626,-73.977783,"180 6TH AVE BROOKLYN, NY 11217",0.92,2.52,2.51,2.5149999999999997,3
452,P.S. 287 BAILEY K. ASHFORD,13,40.697861,-73.981047,"50 NAVY ST BROOKLYN, NY 11201",0.88,2.14,2.1,2.12,3
453,SATELLITE EAST MIDDLE SCHOOL,13,40.685945,-73.945303,"344 MONROE ST BROOKLYN, NY 11216",0.88,2.14,1.99,2.065,3
454,P.S. 305 DR. PETER RAY,13,40.685945,-73.945303,"344 MONROE ST BROOKLYN, NY 11216",0.89,2.04,1.99,2.015,3
455,P.S. 307 DANIEL HALE WILLIAMS,13,40.701781,-73.981587,"209 YORK ST BROOKLYN, NY 11201",0.91,2.18,2.38,2.2800000000000002,3
456,SATELLITE WEST MIDDLE SCHOOL,13,40.701781,-73.981587,"209 YORK ST BROOKLYN, NY 11201",0.87,2.19,2.25,2.2199999999999998,3
457,THE URBAN ASSEMBLY UNISON SCHOOL,13,40.684336,-73.960549,"170 GATES AVE BROOKLYN, NY 11238",0.9,2.21,2.07,2.1399999999999997,3
458,ACADEMY OF ARTS AND LETTERS,13,40.691059,-73.971016,"225 ADELPHI ST BROOKLYN, NY 11205",0.95,2.82,2.83,2.825,3
459,URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR YOUNG WOMEN,13,40.694639,-73.988307,"283 ADAMS ST BROOKLYN, NY 11201",0.91,2.36,2.19,2.275,3
460,FORT GREENE PREPARATORY ACADEMY,13,40.694425,-73.971627,"100 CLERMONT AVE BROOKLYN, NY 11205",0.93,2.27,2.11,2.19,3
461,P.S. 016 LEONARD DUNKLY,14,40.705915,-73.962068,"157 WILSON ST BROOKLYN, NY 11211",0.92,2.26,2.41,2.335,3
462,P.S. 017 HENRY D. WOODWORTH,14,40.715274,-73.957057,"208 N 5TH ST BROOKLYN, NY 11211",0.93,2.43,2.7,2.5650000000000004,3
463,P.S. 018 EDWARD BUSH,14,40.710655,-73.946565,"101 MAUJER ST BROOKLYN, NY 11206",0.92,2.23,2.38,2.3049999999999997,3
464,P.S. 023 CARTER G. WOODSON,14,40.694156,-73.94779,"545 WILLOUGHBY AVE BROOKLYN, NY 11206",0.89,2.16,2.36,2.26,3
465,P.S. 031 SAMUEL F. DUPONT,14,40.726988,-73.954188,"75 MESEROLE AVE BROOKLYN, NY 11222",0.95,3.1,3.41,3.255,3
466,P.S. 034 OLIVER H. PERRY,14,40.726392,-73.94984,"131 NORMAN AVE BROOKLYN, NY 11222",0.94,2.97,3.28,3.125,3
467,J.H.S. 050 JOHN D. WELLS,14,40.711863,-73.960049,"183 S 3RD ST BROOKLYN, NY 11211",0.89,2.13,2.11,2.12,3
468,P.S. 059 WILLIAM FLOYD,14,40.697704,-73.943342,"211 THROOP AVE BROOKLYN, NY 11206",0.89,2.19,2.26,2.2249999999999996,3
469,JUAN MOREL CAMPOS SECONDARY SCHOOL,14,40.703878,-73.953472,"215 HEYWARD ST BROOKLYN, NY 11206",0.9,2.06,1.99,2.025,3
470,P.S. 084 JOSE DE DIEGO,14,40.714822,-73.963516,"250 BERRY ST BROOKLYN, NY 11211",0.93,2.43,2.45,2.4400000000000004,3
471,P.S. 110 THE MONITOR,14,40.72367,-73.941985,"124 MONITOR ST BROOKLYN, NY 11222",0.95,2.72,2.74,2.7300000000000004,3
472,P.S. 120 CARLOS TAPIA,14,40.700657,-73.937693,"18 BEAVER ST BROOKLYN, NY 11206",0.94,2.17,2.59,2.38,3
473,JOHN ERICSSON MIDDLE SCHOOL 126,14,40.719769,-73.947968,"424 LEONARD ST BROOKLYN, NY 11222",0.92,2.25,2.22,2.2350000000000003,3
474,P.S. 132 THE CONSELYEA SCHOOL,14,40.714793,-73.945708,"320 MANHATTAN AVE BROOKLYN, NY 11211",0.94,3.02,3.15,3.085,3
475,P.S. 147 ISAAC REMSEN,14,40.705023,-73.938707,"325 BUSHWICK AVE BROOKLYN, NY 11206",0.92,2.27,2.38,2.325,3
476,P.S./I.S. 157 THE BENJAMIN FRANKLIN HEALTH & SCIENCE ACADEMY,14,40.695397,-73.960005,"850 KENT AVE BROOKLYN, NY 11205",0.93,2.2,2.2,2.2,3
477,P.S. 196 TEN EYCK,14,40.708781,-73.939529,"207 BUSHWICK AVE BROOKLYN, NY 11206",0.93,2.43,2.67,2.55,3
478,P.S. 250 GEORGE H. LINDSAY,14,40.70674,-73.945664,"108 MONTROSE AVE BROOKLYN, NY 11206",0.94,2.46,2.51,2.485,3
479,P.S. 257 JOHN F. HYLAN,14,40.702805,-73.941486,"60 COOK ST BROOKLYN, NY 11206",0.94,2.76,2.77,2.7649999999999997,3
480,P.S. 297 ABRAHAM STOCKTON,14,40.697436,-73.947854,"700 PARK AVE BROOKLYN, NY 11206",0.89,2.2,2.35,2.2750000000000004,3
481,I.S. 318 EUGENIO MARIA DE HOSTOS,14,40.703215,-73.948503,"101 WALTON ST BROOKLYN, NY 11206",0.95,2.59,2.63,2.61,3
482,P.S. 380 JOHN WAYNE ELEMENTARY,14,40.701894,-73.953459,"370 MARCY AVE BROOKLYN, NY 11206",0.94,2.59,2.8,2.695,3
483,BROOKLYN ARBOR ELEMENTARY SCHOOL,14,40.709823,-73.954488,"325 S 3RD ST BROOKLYN, NY 11238",0.95,2.27,2.57,2.42,3
484,CONSELYEA PREPARATORY SCHOOL,14,40.715274,-73.957057,"208 N 5TH ST BROOKLYN, NY 11211",0.95,2.85,2.6,2.725,3
485,M.S. 582,14,40.708781,-73.939529,"207 BUSHWICK AVE BROOKLYN, NY 11206",0.92,2.38,2.15,2.2649999999999997,3
486,LYONS COMMUNITY SCHOOL,14,40.709765,-73.944519,"223 GRAHAM AVE BROOKLYN, NY 11206",0.88,2.11,1.89,2.0,3
487,YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN,14,40.705023,-73.938707,"325 BUSHWICK AVE BROOKLYN, NY 11206",0.92,2.52,2.44,2.48,3
488,P.S. 001 THE BERGEN,15,40.648687,-74.011252,"309 47TH ST BROOKLYN, NY 11220",0.95,2.35,2.6,2.475,3
489,"MAGNET SCHOOL OF MATH, SCIENCE AND DESIGN TECHNOLOGY",15,40.660884,-73.98594,"511 7TH AVE BROOKLYN, NY 11215",0.96,3.0,3.28,3.1399999999999997,3
490,P.S. 015 PATRICK F. DALY,15,40.677069,-74.011851,"71 SULLIVAN ST BROOKLYN, NY 11231",0.92,2.39,2.63,2.51,3
491,P.S. 024,15,40.652818,-74.004496,"427 38TH ST BROOKLYN, NY 11232",0.96,2.12,2.43,2.2750000000000004,3
492,P.S. 029 JOHN M. HARRIGAN,15,40.686935,-73.99771,"425 HENRY ST BROOKLYN, NY 11201",0.96,3.32,3.58,3.45,3
493,P.S. 032 SAMUEL MILLS SPROLE,15,40.680431,-73.991704,"317 HOYT ST BROOKLYN, NY 11231",0.94,2.7,3.19,2.9450000000000003,3
494,P.S. 038 THE PACIFIC,15,40.684964,-73.982824,"450 PACIFIC ST BROOKLYN, NY 11217",0.93,2.54,2.73,2.635,3
495,P.S. 039 HENRY BRISTOW,15,40.668666,-73.982912,"417 6TH AVE BROOKLYN, NY 11215",0.96,3.3,3.45,3.375,3
496,M.S. 51 WILLIAM ALEXANDER,15,40.67218,-73.984625,"350 5TH AVE BROOKLYN, NY 11215",0.97,3.5,3.49,3.495,3
497,P.S. 058 THE CARROLL,15,40.68043,-73.99566,"330 SMITH ST BROOKLYN, NY 11231",0.96,3.24,3.47,3.3550000000000004,3
498,J.H.S. 088 PETER ROUGET,15,40.660494,-73.9883,"544 7TH AVE BROOKLYN, NY 11215",0.95,2.58,2.67,2.625,3
499,P.S. 094 THE HENRY LONGFELLOW,15,40.643673,-74.008715,"5010 6TH AVE BROOKLYN, NY 11220",0.97,2.31,2.78,2.545,3
500,P.S. 107 JOHN W. KIMBALL,15,40.663015,-73.981125,"1301 8TH AVE BROOKLYN, NY 11215",0.96,3.35,3.6,3.475,3
501,P.S. 124 SILAS B. DUTCHER,15,40.667492,-73.990697,"515 4TH AVE BROOKLYN, NY 11215",0.94,2.59,2.61,2.5999999999999996,3
502,P.S. 130 THE PARKSIDE,15,40.648959,-73.975848,"70 OCEAN PKWY BROOKLYN, NY 11218",0.96,2.69,2.84,2.7649999999999997,3
503,P.S. 131 BROOKLYN,15,40.640784,-73.993347,"4305 FT HAMILTON PKWY BROOKLYN, NY 11219",0.95,2.64,2.93,2.785,3
504,I.S. 136 CHARLES O. DEWEY,15,40.652095,-74.007424,"4004 4TH AVE BROOKLYN, NY 11232",0.94,2.19,2.13,2.16,3
505,"THE BROOKLYN NEW SCHOOL, P.S. 146",15,40.679432,-74.001943,"610 HENRY ST BROOKLYN, NY 11231",0.95,2.96,2.96,2.96,3
506,THE WINDSOR TERRACE SCHOOL,15,40.657119,-73.976048,"1625 11TH AVE BROOKLYN, NY 11215",0.96,3.28,3.28,3.28,3
507,P.S. 169 SUNSET PARK,15,40.645814,-74.001702,"4305 7TH AVE BROOKLYN, NY 11232",0.97,2.56,3.0,2.7800000000000002,3
508,P.S. 172 BEACON SCHOOL OF EXCELLENCE,15,40.657598,-74.000094,"825 4TH AVE BROOKLYN, NY 11232",0.96,3.33,3.93,3.63,3
509,P.S. 230 DORIS L. COHEN,15,40.645318,-73.980292,"1 ALBEMARLE RD BROOKLYN, NY 11218",0.96,2.79,2.87,2.83,3
510,P.S. 261 PHILIP LIVINGSTON,15,40.687121,-73.988365,"314 PACIFIC ST BROOKLYN, NY 11201",0.94,3.13,3.14,3.135,3
511,P.S. 295,15,40.660969,-73.989018,"330 18TH ST BROOKLYN, NY 11215",0.95,2.77,2.97,2.87,3
512,P.S. 321 WILLIAM PENN,15,40.671669,-73.97834,"180 7TH AVE BROOKLYN, NY 11215",0.97,3.4,3.59,3.495,3
513,DIGITAL ARTS AND CINEMA TECHNOLOGY HIGH SCHOOL,15,40.685159,-73.993634,"284 BALTIC ST BROOKLYN, NY 11201",0.88,2.1,2.14,2.12,3
514,M.S. 442 CARROLL GARDENS SCHOOL FOR INNOVATION,15,40.680431,-73.991704,"317 HOYT ST BROOKLYN, NY 11231",0.92,2.36,2.3,2.33,3
515,NEW VOICES SCHOOL OF ACADEMIC & CREATIVE ARTS,15,40.660969,-73.989018,"330 18TH ST BROOKLYN, NY 11215",0.95,3.1,3.11,3.105,3
516,THE MATH & SCIENCE EXPLORATORY SCHOOL,15,40.683835,-73.980355,"345 DEAN ST BROOKLYN, NY 11217",0.96,3.42,3.6,3.51,3
517,BROOKLYN SECONDARY SCHOOL FOR COLLABORATIVE STUDIES,15,40.679432,-74.001943,"610 HENRY ST BROOKLYN, NY 11231",0.94,2.49,2.04,2.265,3
518,PARK SLOPE COLLEGIATE,15,40.669302,-73.97867,"237 7TH AVE BROOKLYN, NY 11215",0.94,2.38,2.5,2.44,3
519,SCHOOL FOR INTERNATIONAL STUDIES,15,40.685159,-73.993634,"284 BALTIC ST BROOKLYN, NY 11201",0.95,2.14,2.01,2.075,3
520,RED HOOK NEIGHBORHOOD SCHOOL,15,40.677847,-74.004818,"27 HUNTINGTON ST BROOKLYN, NY 11231",0.89,2.19,2.32,2.255,3
521,SUNSET PARK PREP,15,40.652095,-74.007424,"4004 4TH AVE BROOKLYN, NY 11232",0.96,2.68,2.89,2.785,3
522,P.S. 005 DR. RONALD MCNAIR,16,40.685603,-73.923212,"820 HANCOCK ST BROOKLYN, NY 11233",0.91,2.05,2.09,2.07,3
523,P.S. 021 CRISPUS ATTUCKS,16,40.680441,-73.92635,"180 CHAUNCEY ST BROOKLYN, NY 11233",0.92,2.51,2.51,2.51,3
524,P.S. 025 EUBIE BLAKE SCHOOL,16,40.691477,-73.940691,"787 LAFAYETTE AVE BROOKLYN, NY 11221",0.91,2.11,2.4,2.255,3
